Site_troph,Lat,Long,Simp,synchrony_comm_site,mean_cv_species_site,cv_comm_site,Metacom,Meta_troph,Site,Bio_gr,Ecosys,New_tr_g,S
2080030710_1807_Secondary,63.58913,19.66381,0.3856332703213612,0.8149209389437261,0.768418627914206,0.6440259197845821,2080030710,2080030710_Secondary,2080030710_1807,Fish,Stream,Secondary,2
2080030710_1807_Tertiary,63.58913,19.66381,0.5,0.5379450094770015,1.4651186343323352,0.6014056209056936,2080030710,2080030710_Tertiary,2080030710_1807,Fish,Stream,Tertiary,2
2080030710_1811_Secondary,63.60622,19.66269,0.4765625,0.781170066458747,1.629876736715143,0.7224750480446492,2080030710,2080030710_Secondary,2080030710_1811,Fish,Stream,Secondary,1
2080030710_1811_Tertiary,63.60622,19.66269,0.4444444444444444,0.8548801669335772,1.4759270419623933,0.6141972745063423,2080030710,2080030710_Tertiary,2080030710_1811,Fish,Stream,Tertiary,2
2080030710_1814_Secondary,63.61257,19.66093,0.42603550295857995,0.913223344457857,0.8674619604104755,0.754983443527075,2080030710,2080030710_Secondary,2080030710_1814,Fish,Stream,Secondary,2
2080030710_1814_Tertiary,63.61257,19.66093,0.4297520661157025,0.7022769958648782,1.6031506191257752,0.7665861471404596,2080030710,2080030710_Tertiary,2080030710_1814,Fish,Stream,Tertiary,2
2080030710_1821_Secondary,63.65645,19.61534,1,NA,NA,NA,2080030710,2080030710_Secondary,2080030710_1821,Fish,Stream,Secondary,0
2080030710_1821_Tertiary,63.65645,19.61534,0.13265306122448983,0.8678272559015802,0.8368304562266243,0.41349366560354084,2080030710,2080030710_Tertiary,2080030710_1821,Fish,Stream,Tertiary,2
2080030710_1834_Secondary,63.69547,19.60034,0.4012345679012346,0.6645896150751585,1.6555640477599793,0.5068178211081789,2080030710,2080030710_Secondary,2080030710_1834,Fish,Stream,Secondary,2
2080030710_1834_Tertiary,63.69547,19.60034,0.5,0.6099707844275634,1.2569427830226763,0.47140452079103173,2080030710,2080030710_Tertiary,2080030710_1834,Fish,Stream,Tertiary,2
2080030710_1842_Secondary,63.72653,19.49405,0.19753086419753085,0.5946517526879596,1.3423430056384436,0.6469777126846075,2080030710,2080030710_Secondary,2080030710_1842,Fish,Stream,Secondary,2
2080030710_1842_Tertiary,63.72653,19.49405,0.04759071980963725,0.9059068015436645,1.3641922492776284,0.6466119360828206,2080030710,2080030710_Tertiary,2080030710_1842,Fish,Stream,Tertiary,2
2080030710_1843_Secondary,63.73035,19.44996,0.4444444444444444,0.4999462281579529,1.420297431014953,0.4080816244881629,2080030710,2080030710_Secondary,2080030710_1843,Fish,Stream,Secondary,2
2080030710_1843_Tertiary,63.73035,19.44996,0.05124653739612173,0.9139115454897258,1.6876022243939972,0.5515282462207646,2080030710,2080030710_Tertiary,2080030710_1843,Fish,Stream,Tertiary,2
2080030710_1857_Secondary,63.80296,19.34759,0.3856332703213612,0.7425131399277413,1.7708983148910609,0.6887761145051275,2080030710,2080030710_Secondary,2080030710_1857,Fish,Stream,Secondary,2
2080030710_1857_Tertiary,63.80296,19.34759,0,0.9583510135291732,1.295236569401086,1.069768959041087,2080030710,2080030710_Tertiary,2080030710_1857,Fish,Stream,Tertiary,1
2080030710_1865_Secondary,63.82579,19.33217,0.24489795918367352,0.9284065368485453,1.3944216984700226,1.1617051833131116,2080030710,2080030710_Secondary,2080030710_1865,Fish,Stream,Secondary,2
2080030710_1865_Tertiary,63.82579,19.33217,0.4444444444444444,0.5554880586975629,1.5150851103325567,0.6962503450169975,2080030710,2080030710_Tertiary,2080030710_1865,Fish,Stream,Tertiary,2
2080031490_1520_Secondary,60.13395,16.12631,1,NA,NA,NA,2080031490,2080031490_Secondary,2080031490_1520,Fish,Stream,Secondary,0
2080031490_1520_Tertiary,60.13395,16.12631,0.10267857142857151,0.89755907893775,0.9833835261906443,0.5077370424226579,2080031490,2080031490_Tertiary,2080031490_1520,Fish,Stream,Tertiary,2
2080031490_1535_Secondary,60.45044,15.00113,0,1,1.1671524741691566,1.1671524741691566,2080031490,2080031490_Secondary,2080031490_1535,Fish,Stream,Secondary,1
2080031490_1535_Tertiary,60.45044,15.00113,0,1,0.39116270544158577,0.39116270544158577,2080031490,2080031490_Tertiary,2080031490_1535,Fish,Stream,Tertiary,1
2080031490_1538_Secondary,60.47202,15.17422,0,1,1.060810127270348,1.060810127270348,2080031490,2080031490_Secondary,2080031490_1538,Fish,Stream,Secondary,1
2080031490_1538_Tertiary,60.47202,15.17422,0,0.9264979316282116,1.2150027729470563,0.6333333333333333,2080031490,2080031490_Tertiary,2080031490_1538,Fish,Stream,Tertiary,1
2080031490_1545_Secondary,60.52738,13.78886,1,1,3,3,2080031490,2080031490_Secondary,2080031490_1545,Fish,Stream,Secondary,0
2080031490_1545_Tertiary,60.52738,13.78886,0.54,0.4167883869656072,1.539494731884821,0.39055033215414564,2080031490,2080031490_Tertiary,2080031490_1545,Fish,Stream,Tertiary,3
2080031490_1564_Secondary,60.73963,14.65731,0,0.9817595459761373,1.6630238750164787,0.3239440900826596,2080031490,2080031490_Secondary,2080031490_1564,Fish,Stream,Secondary,1
2080031490_1564_Tertiary,60.73963,14.65731,0,0.6081648507296554,1.630327266806559,0.5403286197315834,2080031490,2080031490_Tertiary,2080031490_1564,Fish,Stream,Tertiary,1
2080031490_1586_Secondary,60.75684,13.51483,0,1,1.0178677161104972,1.0178677161104972,2080031490,2080031490_Secondary,2080031490_1586,Fish,Stream,Secondary,1
2080031490_1586_Tertiary,60.75684,13.51483,0.08677685950413205,0.947524527295752,0.9975659056043062,0.49690816516673886,2080031490,2080031490_Tertiary,2080031490_1586,Fish,Stream,Tertiary,2
2080031490_1605_Secondary,60.95846,13.15132,1,1,1.6345871038277526,1.6345871038277526,2080031490,2080031490_Secondary,2080031490_1605,Fish,Stream,Secondary,0
2080031490_1605_Tertiary,60.95846,13.15132,0.0525931336742147,0.8481788429034376,1.4591418024913392,0.31211395908672546,2080031490,2080031490_Tertiary,2080031490_1605,Fish,Stream,Tertiary,2
2080031490_1610_Secondary,61.06341,12.87291,0,1,0.4647433641891223,0.4647433641891223,2080031490,2080031490_Secondary,2080031490_1610,Fish,Stream,Secondary,1
2080031490_1610_Tertiary,61.06341,12.87291,0,1,0.3889953018716566,0.3889953018716566,2080031490,2080031490_Tertiary,2080031490_1610,Fish,Stream,Tertiary,1
2080031490_1615_Secondary,61.15865,14.97034,0,0.9008508218587638,1.3420995454535052,0.20575404699728872,2080031490,2080031490_Secondary,2080031490_1615,Fish,Stream,Secondary,1
2080031490_1615_Tertiary,61.15865,14.97034,0.375,0.8396011765144592,1.5706277310286958,0.8541036138843692,2080031490,2080031490_Tertiary,2080031490_1615,Fish,Stream,Tertiary,2
2080031490_1619_Secondary,61.16823,13.48372,1,NA,NA,NA,2080031490,2080031490_Secondary,2080031490_1619,Fish,Stream,Secondary,0
2080031490_1619_Tertiary,61.16823,13.48372,0.4628099173553719,0.9732968951993738,0.711752603653532,0.6794214836101888,2080031490,2080031490_Tertiary,2080031490_1619,Fish,Stream,Tertiary,2
2080031490_1620_Secondary,61.17002,13.47282,1,NA,NA,NA,2080031490,2080031490_Secondary,2080031490_1620,Fish,Stream,Secondary,0
2080031490_1620_Tertiary,61.17002,13.47282,0.26489795918367354,0.8176168603875699,0.7629900754924052,0.5252783107003198,2080031490,2080031490_Tertiary,2080031490_1620,Fish,Stream,Tertiary,2
2080031490_1624_Secondary,61.34457,14.89605,1,NA,NA,NA,2080031490,2080031490_Secondary,2080031490_1624,Fish,Stream,Secondary,0
2080031490_1624_Tertiary,61.34457,14.89605,0.4778393351800554,0.6892361989489137,0.4343809530147416,0.30093853775142265,2080031490,2080031490_Tertiary,2080031490_1624,Fish,Stream,Tertiary,2
2080033020_1071_Tertiary,56.78334,13.19466,0.14070249023952713,0.609578611283354,1.2585074916614905,0.32575099479232295,2080033020,2080033020_Tertiary,2080033020_1071,Fish,Stream,Tertiary,2
2080033020_1071_Secondary,56.78334,13.19466,0,0.9043218640229572,1.8259206882305867,1.1596874133042412,2080033020,2080033020_Secondary,2080033020_1071,Fish,Stream,Secondary,1
2080033020_1829_Tertiary,56.57863,13.07844,0.31631345872899935,0.7674015848443759,0.7302754819617527,0.344140618638134,2080033020,2080033020_Tertiary,2080033020_1829,Fish,Stream,Tertiary,3
2080033020_1829_Secondary,56.57863,13.07844,0,1,1.424412184344164,1.424412184344164,2080033020,2080033020_Secondary,2080033020_1829,Fish,Stream,Secondary,1
2080033020_1851_Tertiary,56.58056,13.1056,0.35972964426517795,0.5423323113021595,1.357423697001669,0.3443223209294951,2080033020,2080033020_Tertiary,2080033020_1851,Fish,Stream,Tertiary,3
2080033020_1851_Secondary,56.58056,13.1056,0,1,1.2291342380133625,1.2291342380133625,2080033020,2080033020_Secondary,2080033020_1851,Fish,Stream,Secondary,1
2080033020_1862_Tertiary,56.58349,13.04271,0.44655778472402924,0.7491808939494333,1.1488971156735486,0.6135221942542508,2080033020,2080033020_Tertiary,2080033020_1862,Fish,Stream,Tertiary,3
2080033020_1862_Secondary,56.58349,13.04271,0,1,1.4355298209978924,1.4355298209978924,2080033020,2080033020_Secondary,2080033020_1862,Fish,Stream,Secondary,1
2080033020_1873_Tertiary,56.5879,13.12528,0.2172530470521542,0.4171949352796527,1.051393982551416,0.3482954428536412,2080033020,2080033020_Tertiary,2080033020_1873,Fish,Stream,Tertiary,2
2080033020_1873_Secondary,56.5879,13.12528,0.5,1,1.6928189942942866,1.6928189942942866,2080033020,2080033020_Secondary,2080033020_1873,Fish,Stream,Secondary,0.5
2080033020_1928_Tertiary,56.61053,13.15398,0.39253212396069537,0.6667101563644285,1.0476930858533908,0.5281736633663557,2080033020,2080033020_Tertiary,2080033020_1928,Fish,Stream,Tertiary,3
2080033020_1928_Secondary,56.61053,13.15398,0,1,1.0706924361200025,1.0706924361200025,2080033020,2080033020_Secondary,2080033020_1928,Fish,Stream,Secondary,1
2080033020_1962_Tertiary,56.63851,13.06206,0.49340690646056273,0.6250407897226572,1.1427411604742719,0.444549948686275,2080033020,2080033020_Tertiary,2080033020_1962,Fish,Stream,Tertiary,3
2080033020_1962_Secondary,56.63851,13.06206,0,0.945577454314469,1.242479550743668,1.1349053593082805,2080033020,2080033020_Secondary,2080033020_1962,Fish,Stream,Secondary,1
2080033020_1973_Tertiary,56.66469,13.07866,0.231060238177824,0.560929362030458,2.01658983658981,0.45766199211477143,2080033020,2080033020_Tertiary,2080033020_1973,Fish,Stream,Tertiary,2
2080033020_1973_Secondary,56.66469,13.07866,0,0.5124059696890719,1.5525299053823673,0.7417688338666567,2080033020,2080033020_Secondary,2080033020_1973,Fish,Stream,Secondary,1
2080033020_1995_Tertiary,56.66922,12.92841,0.09750717148195998,0.7494096684541465,1.5025893247850517,0.41010189868159685,2080033020,2080033020_Tertiary,2080033020_1995,Fish,Stream,Tertiary,3
2080033020_1995_Secondary,56.66922,12.92841,0,0.9466009211690773,2.0145042543930454,0.8491658416419916,2080033020,2080033020_Secondary,2080033020_1995,Fish,Stream,Secondary,1
2080033020_2006_Tertiary,56.68725,12.98327,0.07746219909000807,0.8021091246846396,0.9704707579519745,0.3120928420865435,2080033020,2080033020_Tertiary,2080033020_2006,Fish,Stream,Tertiary,3
2080033020_2006_Secondary,56.68725,12.98327,0,0.9966984054852693,1.9899935104241078,0.8183102197332651,2080033020,2080033020_Secondary,2080033020_2006,Fish,Stream,Secondary,1
2080033020_2017_Tertiary,56.69374,13.0108,0.06193243107402252,0.5411388814887206,1.2888529433169624,0.233968542584918,2080033020,2080033020_Tertiary,2080033020_2017,Fish,Stream,Tertiary,2
2080033020_2017_Secondary,56.69374,13.0108,0,1,0.7025099717327908,0.7025099717327908,2080033020,2080033020_Secondary,2080033020_2017,Fish,Stream,Secondary,1
2080033020_2039_Tertiary,56.70074,13.03063,0.06357884185120227,0.9621563650721544,1.52633638290163,0.6479498427565028,2080033020,2080033020_Tertiary,2080033020_2039,Fish,Stream,Tertiary,2.5
2080033020_2039_Secondary,56.70074,13.03063,0,0.9932106746872282,1.1612594944494667,0.7110915494602683,2080033020,2080033020_Secondary,2080033020_2039,Fish,Stream,Secondary,1
2080033020_893_Tertiary,56.70348,13.09402,0.4722222222222222,0.6560450438485295,1.2212835843697014,0.8511936470672423,2080033020,2080033020_Tertiary,2080033020_893,Fish,Stream,Tertiary,2.5
2080033020_893_Secondary,56.70348,13.09402,0.06839671049406926,0.7762618324487197,1.2803330907310466,0.7568750939594794,2080033020,2080033020_Secondary,2080033020_893,Fish,Stream,Secondary,2
2080033020_915_Tertiary,56.70476,13.07025,0.11649102245308168,0.894661672340206,1.0429004938231743,0.3069813163053403,2080033020,2080033020_Tertiary,2080033020_915,Fish,Stream,Tertiary,2
2080033020_915_Secondary,56.70476,13.07025,0,1,0.49453520576385146,0.49453520576385146,2080033020,2080033020_Secondary,2080033020_915,Fish,Stream,Secondary,1
2080033020_948_Tertiary,56.71291,13.13501,0.4206373499302793,0.7948054271734903,1.338844807748338,0.7103728806969123,2080033020,2080033020_Tertiary,2080033020_948,Fish,Stream,Tertiary,2
2080033020_948_Secondary,56.71291,13.13501,0,0.757533624036087,1.088302077432756,0.7030868123920666,2080033020,2080033020_Secondary,2080033020_948,Fish,Stream,Secondary,1
2080033020_970_Tertiary,56.71719,13.04698,0.16535393492217132,0.4683273155996971,1.5722690228669158,0.32348528416209593,2080033020,2080033020_Tertiary,2080033020_970,Fish,Stream,Tertiary,3
2080033020_970_Secondary,56.71719,13.04698,1,1,2.4938487651652155,2.4938487651652155,2080033020,2080033020_Secondary,2080033020_970,Fish,Stream,Secondary,0
2080033020_981_Tertiary,56.72883,13.10282,0.11351991777103004,0.9038284230571841,1.1065741625851717,0.4836722848396643,2080033020,2080033020_Tertiary,2080033020_981,Fish,Stream,Tertiary,2
2080033020_981_Secondary,56.72883,13.10282,1,1,1.7916128329552332,1.7916128329552332,2080033020,2080033020_Secondary,2080033020_981,Fish,Stream,Secondary,0
2080033020_992_Tertiary,56.73541,13.10398,0.08459048752089049,0.8014788916474037,1.519705800729079,0.336271601020644,2080033020,2080033020_Tertiary,2080033020_992,Fish,Stream,Tertiary,2.5
2080033020_992_Secondary,56.73541,13.10398,0,1,1.6920505614584933,1.6920505614584933,2080033020,2080033020_Secondary,2080033020_992,Fish,Stream,Secondary,1
2080033080_1026_Tertiary,56.76174,12.98176,0.3409777777777778,0.9169503667698028,0.6045088990677014,0.3753170630012467,2080033080,2080033080_Tertiary,2080033080_1026,Fish,Stream,Tertiary,3
2080033080_1026_Secondary,56.76174,12.98176,0.09613843935266786,0.8719922721783562,0.9906495212048456,0.3659807426618339,2080033080,2080033080_Secondary,2080033080_1026,Fish,Stream,Secondary,2
2080033080_1048_Tertiary,56.774,12.98028,0.4889090086011769,0.8884295533485694,1.5322004221156025,0.5201310517383109,2080033080,2080033080_Tertiary,2080033080_1048,Fish,Stream,Tertiary,2
2080033080_1048_Secondary,56.774,12.98028,0.4400887573964496,0.9188608747941152,0.9189224974739643,0.8402771921438712,2080033080,2080033080_Secondary,2080033080_1048,Fish,Stream,Secondary,2
2080033080_1059_Tertiary,56.77407,12.97936,0.48625000000000007,0.8817272728993953,1.5315987209475415,0.5148455349998896,2080033080,2080033080_Tertiary,2080033080_1059,Fish,Stream,Tertiary,2
2080033080_1059_Secondary,56.77407,12.97936,0.4400887573964496,0.9308648664492564,1.0123228336137255,0.953786810503778,2080033080,2080033080_Secondary,2080033080_1059,Fish,Stream,Secondary,2
2080033080_1073_Tertiary,56.79911,13.02877,0.48719999999999997,0.854433720430984,0.8576376776218997,0.5222565697215321,2080033080,2080033080_Tertiary,2080033080_1073,Fish,Stream,Tertiary,3
2080033080_1073_Secondary,56.79911,13.02877,0.42321037253469684,0.6195094508906087,0.7402536167442554,0.37490254978458604,2080033080,2080033080_Secondary,2080033080_1073,Fish,Stream,Secondary,2
2080033080_1076_Tertiary,56.81758,13.05695,0.2261945983379502,0.910813816906236,1.4549924289113545,0.6970363890314226,2080033080,2080033080_Tertiary,2080033080_1076,Fish,Stream,Tertiary,2
2080033080_1076_Secondary,56.81758,13.05695,0,1,1.0043872964349667,1.0043872964349667,2080033080,2080033080_Secondary,2080033080_1076,Fish,Stream,Secondary,1
2080033080_1192_Tertiary,57.46281,13.68974,0,0.9901793120669086,1.8428679582801426,0.68586240559852,2080033080,2080033080_Tertiary,2080033080_1192,Fish,Stream,Tertiary,1
2080033080_1192_Secondary,57.46281,13.68974,0,0.9781344343721984,1.8994562847014616,0.7966591550262685,2080033080,2080033080_Secondary,2080033080_1192,Fish,Stream,Secondary,1
2080033080_1223_Tertiary,57.56819,13.73544,0,0.9106892150800352,1.391438916097492,0.6387293688343838,2080033080,2080033080_Tertiary,2080033080_1223,Fish,Stream,Tertiary,1
2080033080_1223_Secondary,57.56819,13.73544,0.10679957280170882,0.9651149519437028,1.4482749215312514,1.498057617899454,2080033080,2080033080_Secondary,2080033080_1223,Fish,Stream,Secondary,2
2080033080_1231_Tertiary,57.59332,13.73402,0,0.9870303776112532,1.7620450941902948,0.5250020791147063,2080033080,2080033080_Tertiary,2080033080_1231,Fish,Stream,Tertiary,1
2080033080_1231_Secondary,57.59332,13.73402,0.2777777777777777,0.7716817933443508,1.4068041099078767,1.0083783630547232,2080033080,2080033080_Secondary,2080033080_1231,Fish,Stream,Secondary,2
2080033080_1234_Tertiary,57.60115,13.77372,0.33999999999999986,0.8625796596191474,1.1780241561878821,0.7923575791496783,2080033080,2080033080_Tertiary,2080033080_1234,Fish,Stream,Tertiary,3
2080033080_1234_Secondary,57.60115,13.77372,0.345679012345679,0.8551484357891979,1.0428329882813059,1.0286367881174152,2080033080,2080033080_Secondary,2080033080_1234,Fish,Stream,Secondary,2
2080033080_1241_Tertiary,57.62175,13.77005,0.5,0.8491978588769643,1.4376168250808123,0.6770525061902062,2080033080,2080033080_Tertiary,2080033080_1241,Fish,Stream,Tertiary,3
2080033080_1241_Secondary,57.62175,13.77005,0,0.9667817056743561,1.398633186756139,0.7972161409596206,2080033080,2080033080_Secondary,2080033080_1241,Fish,Stream,Secondary,1
2080033080_1267_Tertiary,57.67948,13.86575,0.12070759625390237,0.7331556565961717,1.681686831800581,0.5646643896155724,2080033080,2080033080_Tertiary,2080033080_1267,Fish,Stream,Tertiary,2
2080033080_1267_Secondary,57.67948,13.86575,1,0.9676695985098112,2.8607213160673277,2.6407424747815558,2080033080,2080033080_Secondary,2080033080_1267,Fish,Stream,Secondary,0
2080033080_1283_Tertiary,57.71632,13.81509,0.1527777777777779,0.8514318064035803,0.6805010843608419,0.4714285714285715,2080033080,2080033080_Tertiary,2080033080_1283,Fish,Stream,Tertiary,2
2080033080_1283_Secondary,57.71632,13.81509,0,0.9541931226835301,1.8409861772866685,0.7014637442973009,2080033080,2080033080_Secondary,2080033080_1283,Fish,Stream,Secondary,1
2080033080_1289_Tertiary,57.72881,13.95711,0.19753086419753085,0.8218174682691343,0.7696377869204691,0.6953208427626525,2080033080,2080033080_Tertiary,2080033080_1289,Fish,Stream,Tertiary,2
2080033080_1289_Secondary,57.72881,13.95711,0,1,1.4693854093508683,1.4693854093508683,2080033080,2080033080_Secondary,2080033080_1289,Fish,Stream,Secondary,1
2080033080_1293_Tertiary,57.75106,13.91398,0.17999999999999994,0.8076930740136335,1.4405468330678113,0.3472924837577462,2080033080,2080033080_Tertiary,2080033080_1293,Fish,Stream,Tertiary,2
2080033080_1293_Secondary,57.75106,13.91398,0.13265306122448983,0.8512661614029208,0.9673758046014574,0.5358782547899147,2080033080,2080033080_Secondary,2080033080_1293,Fish,Stream,Secondary,2
2080033120_1102_Tertiary,56.97594,12.69911,0,0.5616976553189995,1.9635618450841068,0.6930035636295779,2080033120,2080033120_Tertiary,2080033120_1102,Fish,Stream,Tertiary,1
2080033120_1102_Secondary,56.97594,12.69911,0,1,1.8156753240595893,1.8156753240595893,2080033120,2080033120_Secondary,2080033120_1102,Fish,Stream,Secondary,1
2080033120_1120_Tertiary,57.05228,12.69838,0,0.5021284920499901,2.285323943462448,0.49944667973611967,2080033120,2080033120_Tertiary,2080033120_1120,Fish,Stream,Tertiary,1
2080033120_1120_Secondary,57.05228,12.69838,0,1,1.306015761092121,1.306015761092121,2080033120,2080033120_Secondary,2080033120_1120,Fish,Stream,Secondary,1
2080033120_1122_Tertiary,57.0652,12.66122,0.04503280328248688,0.9543762547290123,1.346647108379576,0.5399430124404708,2080033120,2080033120_Tertiary,2080033120_1122,Fish,Stream,Tertiary,3
2080033120_1122_Secondary,57.0652,12.66122,0,1,1.2099373297493525,1.2099373297493525,2080033120,2080033120_Secondary,2080033120_1122,Fish,Stream,Secondary,1
2080033120_1133_Tertiary,57.09298,12.65439,0.05958903027562823,0.9143597321912947,1.1601074089484082,0.22350775893691566,2080033120,2080033120_Tertiary,2080033120_1133,Fish,Stream,Tertiary,3
2080033120_1133_Secondary,57.09298,12.65439,0,1,1.022536384656746,1.022536384656746,2080033120,2080033120_Secondary,2080033120_1133,Fish,Stream,Secondary,1
2080033120_1134_Tertiary,57.09669,12.63446,0.46485564696038795,0.6686314694412085,1.304588606635593,0.3180645763549838,2080033120,2080033120_Tertiary,2080033120_1134,Fish,Stream,Tertiary,3
2080033120_1134_Secondary,57.09669,12.63446,0.5,1,1.6301603530426299,1.6301603530426299,2080033120,2080033120_Secondary,2080033120_1134,Fish,Stream,Secondary,0.5
2080033120_1135_Tertiary,57.10252,12.67887,0.03462192417033816,0.9433346252980911,1.4201191742458177,0.353768780950415,2080033120,2080033120_Tertiary,2080033120_1135,Fish,Stream,Tertiary,3
2080033120_1135_Secondary,57.10252,12.67887,0.5,1,1.4243941567895229,1.4243941567895229,2080033120,2080033120_Secondary,2080033120_1135,Fish,Stream,Secondary,0.5
2080033120_1137_Tertiary,57.12857,12.69221,0.07949740270257755,0.9163543608556977,1.279015425187303,0.5996046171617212,2080033120,2080033120_Tertiary,2080033120_1137,Fish,Stream,Tertiary,2
2080033120_1137_Secondary,57.12857,12.69221,0,1,1.5876725782213679,1.5876725782213679,2080033120,2080033120_Secondary,2080033120_1137,Fish,Stream,Secondary,1
2080033120_1139_Tertiary,57.13973,12.72464,0.014733744742820631,0.8989289612718068,1.8117758265542947,0.3835034402257641,2080033120,2080033120_Tertiary,2080033120_1139,Fish,Stream,Tertiary,2
2080033120_1139_Secondary,57.13973,12.72464,0,1,1.1668031772155978,1.1668031772155978,2080033120,2080033120_Secondary,2080033120_1139,Fish,Stream,Secondary,1
2080033120_1144_Tertiary,57.16585,12.74852,0.18776541140410508,0.7621653177564861,0.6114173137356622,0.36646631646465755,2080033120,2080033120_Tertiary,2080033120_1144,Fish,Stream,Tertiary,3
2080033120_1144_Secondary,57.16585,12.74852,0,1,1.4953209252865933,1.4953209252865933,2080033120,2080033120_Secondary,2080033120_1144,Fish,Stream,Secondary,1
2080033120_1145_Tertiary,57.17098,12.77766,0.4146113334017305,0.6626638293422836,1.0470615361097715,0.39371706305395504,2080033120,2080033120_Tertiary,2080033120_1145,Fish,Stream,Tertiary,3
2080033120_1145_Secondary,57.17098,12.77766,0,1,0.9728833730787925,0.9728833730787925,2080033120,2080033120_Secondary,2080033120_1145,Fish,Stream,Secondary,1
2080033120_1147_Tertiary,57.17669,12.77255,0.06143561480862386,0.9369480895692178,1.4141725982088529,0.5855495892999194,2080033120,2080033120_Tertiary,2080033120_1147,Fish,Stream,Tertiary,3
2080033120_1147_Secondary,57.17669,12.77255,0,0.997885551229369,2.200936494063488,1.2382152871406138,2080033120,2080033120_Secondary,2080033120_1147,Fish,Stream,Secondary,1
2080033120_1153_Tertiary,57.20382,12.81408,0.32503698602183445,0.8705109146875805,1.4885196234160385,1.1857002358429174,2080033120,2080033120_Tertiary,2080033120_1153,Fish,Stream,Tertiary,3
2080033120_1153_Secondary,57.20382,12.81408,0,0.9938735109516916,2.321043120583287,1.4746343143647282,2080033120,2080033120_Secondary,2080033120_1153,Fish,Stream,Secondary,1
2080033120_1155_Tertiary,57.23315,12.78736,0.1771087579374898,0.7409069255410271,1.2438191797821865,1.0786058544104915,2080033120,2080033120_Tertiary,2080033120_1155,Fish,Stream,Tertiary,2
2080033120_1155_Secondary,57.23315,12.78736,0,1,1.0348256846111157,1.0348256846111157,2080033120,2080033120_Secondary,2080033120_1155,Fish,Stream,Secondary,1
2080053790_2073_Secondary,51.50053,-0.884627149,0.44236288265306123,0.6796201574042589,2.1880563915931694,0.8313788104637887,2080053790,2080053790_Secondary,2080053790_2073,Fish,Stream,Secondary,3
2080053790_2073_Tertiary,51.50053,-0.884627149,0.5079365079365079,0.7611533462376578,1.2681956297893446,0.866242325209584,2080053790,2080053790_Tertiary,2080053790_2073,Fish,Stream,Tertiary,1
2080053790_2074_Secondary,51.48619,-1.088654451,0.6362101413543721,0.7484401620258277,1.5131152015978067,0.9029976482178582,2080053790,2080053790_Secondary,2080053790_2074,Fish,Stream,Secondary,6
2080053790_2074_Tertiary,51.48619,-1.088654451,0.4074074074074074,0.6017389378749808,1.0828897442523506,0.5417343495595994,2080053790,2080053790_Tertiary,2080053790_2074,Fish,Stream,Tertiary,2
2080053790_2084_Secondary,51.49155,-0.488870916,0.7668397533610058,0.63917698581140725,1.5398637173854144,0.6976492124372293,2080053790,2080053790_Secondary,2080053790_2084,Fish,Stream,Secondary,6
2080053790_2084_Tertiary,51.49155,-0.488870916,0.5997428833792471,0.7929088788889498,1.1090222101171627,0.6234868429095338,2080053790,2080053790_Tertiary,2080053790_2084,Fish,Stream,Tertiary,3
2080053790_2177_Secondary,51.49257,-0.596139006,0.6027630237571875,0.8400871183943036,1.7182666748704842,0.9150275243621926,2080053790,2080053790_Secondary,2080053790_2177,Fish,Stream,Secondary,5
2080053790_2177_Tertiary,51.49257,-0.596139006,0.537814349112426,0.9512143314269278,1.7578601333280994,1.2541098947832643,2080053790,2080053790_Tertiary,2080053790_2177,Fish,Stream,Tertiary,3
2080053790_2290_Secondary,51.49185,-0.629997196,0.6926068396745805,0.5676347352594128,1.645630056059294,0.5408018714646693,2080053790,2080053790_Secondary,2080053790_2290,Fish,Stream,Secondary,6
2080053790_2290_Tertiary,51.49185,-0.629997196,0.5855637538580247,0.891705162334244,0.5725938426595135,0.5711866875824458,2080053790,2080053790_Tertiary,2080053790_2290,Fish,Stream,Tertiary,3
2080053790_2551_Secondary,51.52746,-1.14082107,0.42746371608212524,0.7567994246725289,1.5737143647594238,0.6488694568172323,2080053790,2080053790_Secondary,2080053790_2551,Fish,Stream,Secondary,6
2080053790_2551_Tertiary,51.52746,-1.14082107,0.48979591836734704,0.8451483656927743,0.8962918758685086,0.4800548665487304,2080053790,2080053790_Tertiary,2080053790_2551,Fish,Stream,Tertiary,2
2080053790_2553_Secondary,51.4923,-1.05782294,0.3632222733616109,0.8493481814693152,1.5986571161151073,0.8167560963618622,2080053790,2080053790_Secondary,2080053790_2553,Fish,Stream,Secondary,6
2080053790_2553_Tertiary,51.4923,-1.05782294,0.47574669187145563,0.5735866485861877,0.817192624441722,0.3681081569401489,2080053790,2080053790_Tertiary,2080053790_2553,Fish,Stream,Tertiary,2.5
2080053790_2560_Secondary,51.51423,-0.880675368,0.550223289824145,0.8482542309568655,1.5545087664686463,0.982805141269109,2080053790,2080053790_Secondary,2080053790_2560,Fish,Stream,Secondary,6.5
2080053790_2560_Tertiary,51.51423,-0.880675368,0.6308479488703924,0.8000727131599056,0.4956651754297515,0.40253824294970664,2080053790,2080053790_Tertiary,2080053790_2560,Fish,Stream,Tertiary,3
2080053790_2561_Secondary,51.46194,-0.939303537,0.2214972303036783,0.8574205903607087,1.3445105097190304,0.6877344293588977,2080053790,2080053790_Secondary,2080053790_2561,Fish,Stream,Secondary,6
